epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,4690.21,1.20061,0.80777,1.21978,0.37162,0.12704,0.11967,0.05108,2.3667,2.23594,1.2799,0.0094258,0.0094258,0.0094258
31,4846.61,1.20471,0.80266,1.22124,0.39354,0.13697,0.12871,0.05079,2.41276,2.24816,1.2768,0.009406,0.009406,0.009406
32,5006.97,1.19491,0.78931,1.20824,0.40036,0.16966,0.15404,0.06894,2.24666,1.9323,1.20912,0.0093862,0.0093862,0.0093862
33,5173.06,1.19265,0.79587,1.21036,0.3479,0.13569,0.12023,0.04915,2.34297,2.27306,1.25539,0.0093664,0.0093664,0.0093664
34,5342.36,1.20031,0.79298,1.21559,0.34161,0.13225,0.11772,0.04888,2.36876,2.20632,1.26426,0.0093466,0.0093466,0.0093466
35,5508.37,1.18406,0.78397,1.20628,0.40367,0.12927,0.12012,0.04651,2.5628,2.1778,1.37075,0.0093268,0.0093268,0.0093268
36,5674.82,1.1897,0.78285,1.21062,0.34453,0.11736,0.10469,0.04033,2.55103,2.24442,1.35913,0.009307,0.009307,0.009307
37,5841.38,1.18514,0.78077,1.20309,0.3917,0.13057,0.12425,0.04974,2.452,2.14075,1.30936,0.0092872,0.0092872,0.0092872
38,6006.26,1.18048,0.78191,1.20576,0.44155,0.14863,0.14505,0.05868,2.4189,2.03551,1.2888,0.0092674,0.0092674,0.0092674
39,6170.5,1.1812,0.77788,1.20208,0.3828,0.1557,0.14116,0.05601,2.4206,2.011,1.28001,0.0092476,0.0092476,0.0092476
40,6330.47,1.18462,0.78266,1.21105,0.40605,0.14463,0.13535,0.0526,2.45326,2.09926,1.29934,0.0092278,0.0092278,0.0092278
41,6497.13,1.17916,0.77245,1.20443,0.44946,0.13494,0.13761,0.05679,2.41162,2.18309,1.29112,0.009208,0.009208,0.009208
42,6663.7,1.1663,0.76387,1.19652,0.3858,0.13988,0.1269,0.05218,2.3395,2.21806,1.2577,0.0091882,0.0091882,0.0091882
43,6830.42,1.17173,0.76093,1.19794,0.4266,0.13262,0.12736,0.04955,2.51907,2.19658,1.34832,0.0091684,0.0091684,0.0091684
44,6997.36,1.16988,0.76505,1.19804,0.42551,0.13681,0.13861,0.05771,2.3553,2.23084,1.26504,0.0091486,0.0091486,0.0091486
45,7158.47,1.17651,0.77069,1.20238,0.39264,0.1116,0.11379,0.04795,2.42585,2.41366,1.30068,0.0091288,0.0091288,0.0091288
46,7323.08,1.1777,0.7673,1.20138,0.40932,0.13318,0.13015,0.05255,2.43573,2.1557,1.30882,0.009109,0.009109,0.009109
47,7488.35,1.17148,0.76131,1.19435,0.38444,0.12555,0.11932,0.04908,2.42204,2.2552,1.30372,0.0090892,0.0090892,0.0090892
48,7664.21,1.17682,0.76669,1.20167,0.39724,0.13616,0.12826,0.0524,2.40312,2.19174,1.28583,0.0090694,0.0090694,0.0090694
49,7833.37,1.1659,0.76445,1.20146,0.45531,0.1598,0.15731,0.06557,2.36349,1.94554,1.28039,0.0090496,0.0090496,0.0090496
50,8004.94,1.16783,0.76179,1.19779,0.37435,0.12535,0.11625,0.04805,2.3825,2.2707,1.2928,0.0090298,0.0090298,0.0090298
51,8177.78,1.16791,0.76282,1.19982,0.45973,0.1356,0.13825,0.0575,2.36854,2.14062,1.27865,0.00901,0.00901,0.00901
52,8353.09,1.16464,0.7563,1.19749,0.44478,0.13069,0.13694,0.05903,2.2936,2.28132,1.24916,0.0089902,0.0089902,0.0089902
53,8527.97,1.16269,0.7524,1.19465,0.42174,0.14798,0.13869,0.05814,2.33897,2.00446,1.26662,0.0089704,0.0089704,0.0089704
54,8702.95,1.16072,0.75691,1.19589,0.51706,0.13383,0.15476,0.06815,2.26615,2.34042,1.24175,0.0089506,0.0089506,0.0089506
55,8876.63,1.16221,0.7555,1.19646,0.46974,0.15105,0.15372,0.06511,2.31106,2.05613,1.25469,0.0089308,0.0089308,0.0089308
56,9048.27,1.16127,0.75509,1.19315,0.42309,0.14314,0.13563,0.05496,2.40762,2.07063,1.30415,0.008911,0.008911,0.008911
57,9221.42,1.15277,0.7464,1.19271,0.44916,0.15561,0.15431,0.06423,2.33466,1.93861,1.2681,0.0088912,0.0088912,0.0088912
58,9394.3,1.15457,0.74263,1.18932,0.42111,0.14081,0.13791,0.05742,2.35018,2.10399,1.27808,0.0088714,0.0088714,0.0088714
59,9559.13,1.1536,0.74814,1.19219,0.43846,0.153,0.14912,0.0632,2.33178,1.96113,1.26808,0.0088516,0.0088516,0.0088516
60,9722.2,1.15327,0.74069,1.19195,0.45444,0.14537,0.14516,0.06083,2.37122,2.06028,1.28623,0.0088318,0.0088318,0.0088318
61,9886.75,1.15353,0.74215,1.19061,0.43403,0.14826,0.14393,0.06029,2.3388,2.02723,1.26755,0.008812,0.008812,0.008812
62,10051.2,1.14554,0.73362,1.18646,0.42208,0.14304,0.14246,0.06033,2.31408,2.15021,1.26106,0.0087922,0.0087922,0.0087922
63,10214.8,1.14861,0.73436,1.18877,0.44451,0.14062,0.14123,0.05896,2.34665,2.14284,1.27542,0.0087724,0.0087724,0.0087724
64,10378.7,1.15062,0.73994,1.18995,0.42274,0.13644,0.13289,0.05524,2.35672,2.14467,1.2837,0.0087526,0.0087526,0.0087526
65,10537.6,1.15812,0.74741,1.19253,0.42511,0.1449,0.1402,0.05816,2.34434,2.05693,1.27699,0.0087328,0.0087328,0.0087328
66,10694.9,1.16013,0.7494,1.19768,0.43034,0.14658,0.14373,0.05972,2.35342,2.0599,1.28079,0.008713,0.008713,0.008713
67,10858.4,1.15166,0.74048,1.18952,0.41918,0.15012,0.14282,0.05979,2.35103,1.99372,1.28216,0.0086932,0.0086932,0.0086932
68,11021.8,1.14715,0.73682,1.19256,0.43814,0.14593,0.14285,0.06023,2.34503,2.04293,1.27971,0.0086734,0.0086734,0.0086734
69,11184.6,1.14978,0.74008,1.19208,0.41874,0.14332,0.13857,0.05877,2.3435,2.10811,1.27982,0.0086536,0.0086536,0.0086536
70,11348.8,1.14259,0.72561,1.17955,0.43609,0.13913,0.14114,0.05991,2.33083,2.14683,1.27565,0.0086338,0.0086338,0.0086338
71,11512.2,1.14008,0.73623,1.18301,0.42763,0.14565,0.14276,0.06096,2.30915,2.06812,1.27007,0.008614,0.008614,0.008614
72,11675.6,1.14702,0.73487,1.18609,0.43358,0.15282,0.14754,0.06167,2.3331,2.04189,1.27628,0.0085942,0.0085942,0.0085942
73,11839.3,1.15294,0.73934,1.19267,0.44558,0.15235,0.15103,0.0639,2.31976,2.02482,1.27267,0.0085744,0.0085744,0.0085744
74,12002.5,1.14525,0.73266,1.1871,0.45487,0.15291,0.15304,0.0649,2.31616,2.02691,1.26807,0.0085546,0.0085546,0.0085546
75,12166.1,1.14589,0.72814,1.18685,0.45153,0.15644,0.15541,0.06546,2.32433,2.00416,1.26934,0.0085348,0.0085348,0.0085348
76,12329.7,1.14423,0.73357,1.18613,0.45141,0.15133,0.15247,0.06413,2.31688,2.06418,1.26929,0.008515,0.008515,0.008515
77,12493,1.1461,0.72659,1.18491,0.45406,0.14591,0.15064,0.06353,2.30907,2.11839,1.26673,0.0084952,0.0084952,0.0084952
78,12656.9,1.1421,0.73066,1.18322,0.45145,0.14966,0.15268,0.06447,2.29952,2.06474,1.26288,0.0084754,0.0084754,0.0084754
79,12819.6,1.13561,0.72789,1.18345,0.45098,0.15123,0.15329,0.06475,2.30073,2.07422,1.26228,0.0084556,0.0084556,0.0084556
80,12983,1.1376,0.724,1.18251,0.45065,0.14807,0.15097,0.06391,2.31011,2.09962,1.26705,0.0084358,0.0084358,0.0084358
81,13147.3,1.14321,0.72978,1.18756,0.45068,0.14677,0.15023,0.06354,2.3196,2.11209,1.27253,0.008416,0.008416,0.008416
82,13308.8,1.1452,0.73102,1.18517,0.44948,0.15133,0.15288,0.06462,2.31065,2.09428,1.26634,0.0083962,0.0083962,0.0083962
83,13468.7,1.14065,0.72696,1.17675,0.45254,0.15319,0.15524,0.06588,2.30638,2.07011,1.26447,0.0083764,0.0083764,0.0083764
84,13630.6,1.13693,0.72282,1.17368,0.45786,0.1504,0.15402,0.06524,2.30902,2.08912,1.26801,0.0083566,0.0083566,0.0083566
85,13791.8,1.14419,0.72312,1.17915,0.46078,0.15126,0.15507,0.06576,2.30618,2.06511,1.26678,0.0083368,0.0083368,0.0083368
86,13954.9,1.13415,0.72064,1.17771,0.45521,0.15016,0.15369,0.06506,2.30558,2.06802,1.26699,0.008317,0.008317,0.008317
87,14118.4,1.12885,0.71567,1.16919,0.46287,0.15414,0.1565,0.06652,2.29709,2.04651,1.26348,0.0082972,0.0082972,0.0082972
88,14281.8,1.13955,0.71953,1.17913,0.4621,0.15403,0.15663,0.06663,2.29579,2.04885,1.26188,0.0082774,0.0082774,0.0082774
89,14445.2,1.12937,0.7128,1.17803,0.4618,0.15384,0.15661,0.06657,2.29404,2.0404,1.26031,0.0082576,0.0082576,0.0082576
90,14608.7,1.13938,0.7222,1.17822,0.46837,0.15123,0.155,0.06571,2.29989,2.06149,1.26306,0.0082378,0.0082378,0.0082378
91,14771.9,1.13801,0.71804,1.17898,0.46598,0.15309,0.15555,0.06607,2.29353,2.05506,1.26128,0.008218,0.008218,0.008218
92,14935.3,1.14165,0.72548,1.1827,0.46472,0.15151,0.15448,0.06547,2.29555,2.05994,1.26207,0.0081982,0.0081982,0.0081982
93,15098.5,1.12485,0.71542,1.17027,0.46997,0.15328,0.15662,0.06633,2.29063,2.03843,1.25988,0.0081784,0.0081784,0.0081784
94,15261.6,1.1362,0.71777,1.17873,0.47053,0.15244,0.15637,0.066,2.29511,2.04084,1.26096,0.0081586,0.0081586,0.0081586
95,15424.8,1.12552,0.70521,1.17147,0.47355,0.15263,0.1571,0.06628,2.29617,2.03484,1.2618,0.0081388,0.0081388,0.0081388
96,15588.5,1.12987,0.71412,1.17737,0.4683,0.15246,0.15644,0.06597,2.29823,2.03209,1.26307,0.008119,0.008119,0.008119
97,15751.8,1.13532,0.72059,1.17931,0.46937,0.15133,0.15674,0.06633,2.29545,2.04141,1.26193,0.0080992,0.0080992,0.0080992
98,15915,1.12951,0.71064,1.17287,0.47489,0.15012,0.15712,0.06629,2.29733,2.04627,1.26286,0.0080794,0.0080794,0.0080794
99,16078.5,1.12548,0.70901,1.16982,0.47521,0.15058,0.15738,0.06621,2.29866,2.05057,1.26442,0.0080596,0.0080596,0.0080596
100,16242.2,1.12785,0.71196,1.1784,0.47578,0.15012,0.15713,0.06615,2.29949,2.04708,1.26447,0.0080398,0.0080398,0.0080398
101,16406.6,1.13102,0.71167,1.17494,0.47076,0.14965,0.15632,0.06528,2.30206,2.05609,1.26522,0.00802,0.00802,0.00802
102,16570.3,1.1258,0.71221,1.17639,0.47324,0.14956,0.1566,0.06532,2.30284,2.0605,1.26519,0.0080002,0.0080002,0.0080002
103,16734,1.12819,0.70833,1.16967,0.47722,0.14853,0.1572,0.06538,2.30357,2.07597,1.26554,0.0079804,0.0079804,0.0079804
104,16897.5,1.12829,0.70664,1.17165,0.47857,0.14788,0.15689,0.06538,2.30227,2.07505,1.26538,0.0079606,0.0079606,0.0079606
105,17061.6,1.1336,0.71249,1.17545,0.48001,0.14891,0.15702,0.06546,2.30317,2.07499,1.266,0.0079408,0.0079408,0.0079408
106,17225.3,1.12893,0.71013,1.17752,0.48093,0.14937,0.15735,0.06608,2.30481,2.07187,1.26664,0.007921,0.007921,0.007921
107,17388.7,1.1301,0.71138,1.17454,0.48053,0.14732,0.15681,0.06597,2.30458,2.07806,1.26662,0.0079012,0.0079012,0.0079012
108,17552.1,1.12576,0.7042,1.17151,0.48547,0.14816,0.15793,0.0664,2.30478,2.0735,1.26702,0.0078814,0.0078814,0.0078814
109,17715.9,1.14605,0.71484,1.18463,0.48096,0.14781,0.15749,0.06622,2.30556,2.07765,1.26812,0.0078616,0.0078616,0.0078616
110,17880.4,1.12679,0.7125,1.17625,0.4815,0.14807,0.15819,0.06647,2.30488,2.07647,1.26803,0.0078418,0.0078418,0.0078418
